variable,comunidad,valor,fecha
Fuel + Gas,Comunidadvalenciana,NA,2024-02-01
Ciclo combinado,Comunidadvalenciana,144858.148,2024-02-01
Eólica,Comunidadvalenciana,264816.271,2024-02-01
Solar fotovoltaica,Comunidadvalenciana,44748.672,2024-02-01
Solar térmica,Comunidadvalenciana,4228.372,2024-02-01
Otras renovables,Comunidadvalenciana,2449.712,2024-02-01
Cogeneración,Comunidadvalenciana,75850.234,2024-02-01
Residuos no renovables,Comunidadvalenciana,4274.962,2024-02-01
Generación total,Comunidadvalenciana,1246497.285,2024-02-01
Hidráulica,Comunidadvalenciana,49682.569,2024-03-01
Nuclear,Comunidadvalenciana,134898.673,2024-03-01
Fuel + Gas,Comunidadvalenciana,0.001,2024-03-01
Ciclo combinado,Comunidadvalenciana,186419.873,2024-03-01
Eólica,Comunidadvalenciana,204024.93,2024-03-01
Solar fotovoltaica,Comunidadvalenciana,54623.581,2024-03-01
Solar térmica,Comunidadvalenciana,5639.867,2024-03-01
Otras renovables,Comunidadvalenciana,2494.972,2024-03-01
Cogeneración,Comunidadvalenciana,64907.327,2024-03-01
Residuos no renovables,Comunidadvalenciana,3344.628,2024-03-01
Generación total,Comunidadvalenciana,706036.4210000001,2024-03-01
Hidráulica,Comunidadvalenciana,48134.259,2024-04-01
Nuclear,Comunidadvalenciana,475779.801,2024-04-01
Fuel + Gas,Comunidadvalenciana,NA,2024-04-01
Ciclo combinado,Comunidadvalenciana,152700.287,2024-04-01
Eólica,Comunidadvalenciana,136266.116,2024-04-01
Solar fotovoltaica,Comunidadvalenciana,64988.288,2024-04-01
Solar térmica,Comunidadvalenciana,9771.295,2024-04-01
Otras renovables,Comunidadvalenciana,1844.428,2024-04-01
Cogeneración,Comunidadvalenciana,47912.273,2024-04-01
Residuos no renovables,Comunidadvalenciana,3579.735,2024-04-01
Generación total,Comunidadvalenciana,940976.4820000002,2024-04-01
Hidráulica,Comunidadvalenciana,73943.024,2024-05-01
Nuclear,Comunidadvalenciana,733892.574,2024-05-01
Fuel + Gas,Comunidadvalenciana,NA,2024-05-01
Ciclo combinado,Comunidadvalenciana,92310.147,2024-05-01
Eólica,Comunidadvalenciana,134344.027,2024-05-01
Solar fotovoltaica,Comunidadvalenciana,77168.155,2024-05-01
Solar térmica,Comunidadvalenciana,13159.4,2024-05-01
Otras renovables,Comunidadvalenciana,2206.167,2024-05-01
Cogeneración,Comunidadvalenciana,86507.829,2024-05-01
Residuos no renovables,Comunidadvalenciana,4433.263,2024-05-01
Generación total,Comunidadvalenciana,1217964.5859999997,2024-05-01
Hidráulica,Comunidadvalenciana,72542.209,2024-06-01
Nuclear,Comunidadvalenciana,757142.487,2024-06-01
Fuel + Gas,Comunidadvalenciana,0.001,2024-06-01
Ciclo combinado,Comunidadvalenciana,146700.034,2024-06-01
Eólica,Comunidadvalenciana,114500.691,2024-06-01
Solar fotovoltaica,Comunidadvalenciana,71369.468,2024-06-01
Solar térmica,Comunidadvalenciana,11429.412,2024-06-01
Otras renovables,Comunidadvalenciana,2375.994,2024-06-01
Cogeneración,Comunidadvalenciana,92266.244,2024-06-01
Residuos no renovables,Comunidadvalenciana,783.998,2024-06-01
Generación total,Comunidadvalenciana,1269110.538,2024-06-01
Hidráulica,Comunidadvalenciana,66045.269,2024-07-01
Nuclear,Comunidadvalenciana,685519.669,2024-07-01
Fuel + Gas,Comunidadvalenciana,NA,2024-07-01
Ciclo combinado,Comunidadvalenciana,259973.644,2024-07-01
Eólica,Comunidadvalenciana,125201.249,2024-07-01
Solar fotovoltaica,Comunidadvalenciana,78652.145,2024-07-01
Solar térmica,Comunidadvalenciana,14468.59,2024-07-01
Otras renovables,Comunidadvalenciana,2829.526,2024-07-01
Cogeneración,Comunidadvalenciana,91729.989,2024-07-01
Residuos no renovables,Comunidadvalenciana,3756.951,2024-07-01
Generación total,Comunidadvalenciana,1328177.032,2024-07-01
Hidráulica,Comunidadvalenciana,68981.463,2024-08-01
Nuclear,Comunidadvalenciana,764925.368,2024-08-01
Fuel + Gas,Comunidadvalenciana,0.001,2024-08-01
Ciclo combinado,Comunidadvalenciana,285364.947,2024-08-01
Eólica,Comunidadvalenciana,94571.009,2024-08-01
Solar fotovoltaica,Comunidadvalenciana,70696.555,2024-08-01
Solar térmica,Comunidadvalenciana,12171.283,2024-08-01
Otras renovables,Comunidadvalenciana,2908.037,2024-08-01
Cogeneración,Comunidadvalenciana,54082.263,2024-08-01
Residuos no renovables,Comunidadvalenciana,3645.75,2024-08-01
Generación total,Comunidadvalenciana,1357346.6760000002,2024-08-01
Hidráulica,Comunidadvalenciana,35681.139,2024-09-01
Nuclear,Comunidadvalenciana,758352.923,2024-09-01
Fuel + Gas,Comunidadvalenciana,0.001,2024-09-01
Ciclo combinado,Comunidadvalenciana,259088.851,2024-09-01
Eólica,Comunidadvalenciana,141264.163,2024-09-01
Solar fotovoltaica,Comunidadvalenciana,55687.983,2024-09-01
Solar térmica,Comunidadvalenciana,7931.002,2024-09-01
Otras renovables,Comunidadvalenciana,2849.929,2024-09-01
Cogeneración,Comunidadvalenciana,82799.976,2024-09-01
Residuos no renovables,Comunidadvalenciana,1288.528,2024-09-01
Generación total,Comunidadvalenciana,1344944.495,2024-09-01
Hidráulica,Comunidadvalenciana,23117.256,2024-10-01
Nuclear,Comunidadvalenciana,773689.362,2024-10-01
Fuel + Gas,Comunidadvalenciana,NA,2024-10-01
Ciclo combinado,Comunidadvalenciana,206627.11,2024-10-01
Eólica,Comunidadvalenciana,211637.55,2024-10-01
Solar fotovoltaica,Comunidadvalenciana,45246.771,2024-10-01
Solar térmica,Comunidadvalenciana,4457.76,2024-10-01
Otras renovables,Comunidadvalenciana,2251.939,2024-10-01
Cogeneración,Comunidadvalenciana,81462.738,2024-10-01
Residuos no renovables,Comunidadvalenciana,3158.678,2024-10-01
Generación total,Comunidadvalenciana,1351649.164,2024-10-01
Hidráulica,Comunidadvalenciana,19695.465,2024-11-01
Nuclear,Comunidadvalenciana,674979.561,2024-11-01
Fuel + Gas,Comunidadvalenciana,NA,2024-11-01
Ciclo combinado,Comunidadvalenciana,398114.337,2024-11-01
Eólica,Comunidadvalenciana,155843.961,2024-11-01
Solar fotovoltaica,Comunidadvalenciana,33100.263,2024-11-01
Solar térmica,Comunidadvalenciana,1120.489,2024-11-01
Otras renovables,Comunidadvalenciana,2359.874,2024-11-01
Cogeneración,Comunidadvalenciana,95730.098,2024-11-01
Residuos no renovables,Comunidadvalenciana,4110.937,2024-11-01
Generación total,Comunidadvalenciana,1385054.985,2024-11-01
Hidráulica,Comunidadvalenciana,18591.108,2024-12-01
Nuclear,Comunidadvalenciana,785619.918,2024-12-01
Fuel + Gas,Comunidadvalenciana,NA,2024-12-01
Ciclo combinado,Comunidadvalenciana,484162.857,2024-12-01
Eólica,Comunidadvalenciana,252976.08,2024-12-01
Solar fotovoltaica,Comunidadvalenciana,36891.616,2024-12-01
Solar térmica,Comunidadvalenciana,2004.501,2024-12-01
Otras renovables,Comunidadvalenciana,2147.476,2024-12-01
Cogeneración,Comunidadvalenciana,74074.609,2024-12-01
Residuos no renovables,Comunidadvalenciana,5595.967,2024-12-01
Generación total,Comunidadvalenciana,1662064.1319999998,2024-12-01
Hidráulica,Extremadura,382387.368,2023-01-01
Nuclear,Extremadura,1435529.004,2023-01-01
Eólica,Extremadura,9889.01,2023-01-01
Solar fotovoltaica,Extremadura,443761.727,2023-01-01
Solar térmica,Extremadura,40496.18,2023-01-01
Otras renovables,Extremadura,17488.592,2023-01-01
Cogeneración,Extremadura,2903.102,2023-01-01
Generación total,Extremadura,2332454.9830000005,2023-01-01
Hidráulica,Extremadura,276135.413,2023-02-01
Nuclear,Extremadura,1359350.196,2023-02-01
Eólica,Extremadura,14350.656,2023-02-01
Solar fotovoltaica,Extremadura,619850.315,2023-02-01
Solar térmica,Extremadura,79341.144,2023-02-01
Otras renovables,Extremadura,22320.296,2023-02-01
Cogeneración,Extremadura,4332.116,2023-02-01
Generación total,Extremadura,2375680.136,2023-02-01
Hidráulica,Extremadura,121806.844,2023-03-01
Nuclear,Extremadura,1490718.636,2023-03-01
Eólica,Extremadura,8488.186,2023-03-01
Solar fotovoltaica,Extremadura,792766.773,2023-03-01
Solar térmica,Extremadura,148114.563,2023-03-01
Otras renovables,Extremadura,19151.074,2023-03-01
Cogeneración,Extremadura,4620.868,2023-03-01
Generación total,Extremadura,2585666.944,2023-03-01
Hidráulica,Extremadura,109323.837,2023-04-01
Nuclear,Extremadura,1085384.958,2023-04-01
Eólica,Extremadura,8674.659,2023-04-01
Solar fotovoltaica,Extremadura,1015812.203,2023-04-01
Solar térmica,Extremadura,262799.787,2023-04-01
Otras renovables,Extremadura,12969.687,2023-04-01
Cogeneración,Extremadura,3637.378,2023-04-01
Generación total,Extremadura,2498602.509,2023-04-01
Hidráulica,Extremadura,76589.416,2023-05-01
Nuclear,Extremadura,932308.047,2023-05-01
Eólica,Extremadura,9356.909,2023-05-01
Solar fotovoltaica,Extremadura,1035900.651,2023-05-01
Solar térmica,Extremadura,204933.076,2023-05-01
Otras renovables,Extremadura,22936.442,2023-05-01
Cogeneración,Extremadura,4600.427,2023-05-01
Generación total,Extremadura,2286624.968,2023-05-01
Hidráulica,Extremadura,188361.222,2023-06-01
Nuclear,Extremadura,1425830.275,2023-06-01
Eólica,Extremadura,6607.188,2023-06-01
Solar fotovoltaica,Extremadura,940804.847,2023-06-01
Solar térmica,Extremadura,207433.847,2023-06-01
Otras renovables,Extremadura,19980.716,2023-06-01
Cogeneración,Extremadura,4427.544,2023-06-01
Generación total,Extremadura,2793445.6390000004,2023-06-01
Hidráulica,Extremadura,182733.831,2023-07-01
Nuclear,Extremadura,1470404.358,2023-07-01
Eólica,Extremadura,6080.876,2023-07-01
Solar fotovoltaica,Extremadura,1019749.603,2023-07-01
Solar térmica,Extremadura,309488.867,2023-07-01
Otras renovables,Extremadura,16051.377,2023-07-01
Cogeneración,Extremadura,2904.596,2023-07-01
Generación total,Extremadura,3007413.508,2023-07-01
Hidráulica,Extremadura,77351.275,2023-08-01
Nuclear,Extremadura,1458021.529,2023-08-01
Eólica,Extremadura,8476.349,2023-08-01
Solar fotovoltaica,Extremadura,1093934.352,2023-08-01
Solar térmica,Extremadura,277732.036,2023-08-01
Otras renovables,Extremadura,20001.928,2023-08-01
Cogeneración,Extremadura,1801.939,2023-08-01
Generación total,Extremadura,2937319.408,2023-08-01
Hidráulica,Extremadura,60753.645,2023-09-01
Nuclear,Extremadura,1425026.148,2023-09-01
Eólica,Extremadura,7033.705,2023-09-01
Solar fotovoltaica,Extremadura,805476.731,2023-09-01
Solar térmica,Extremadura,151205.359,2023-09-01
Otras renovables,Extremadura,18603.573,2023-09-01
Cogeneración,Extremadura,3429.508,2023-09-01
Generación total,Extremadura,2471528.669,2023-09-01
Hidráulica,Extremadura,97072.505,2023-10-01
Nuclear,Extremadura,1444176.246,2023-10-01
Eólica,Extremadura,10692.616,2023-10-01
Solar fotovoltaica,Extremadura,575794.584,2023-10-01
Solar térmica,Extremadura,75061.533,2023-10-01
Otras renovables,Extremadura,13243.982,2023-10-01
Cogeneración,Extremadura,3367.543,2023-10-01
Generación total,Extremadura,2219409.009,2023-10-01
Hidráulica,Extremadura,185023.472,2023-11-01
Nuclear,Extremadura,1360705.278,2023-11-01
Eólica,Extremadura,8773.345,2023-11-01
Solar fotovoltaica,Extremadura,423685.253,2023-11-01
Solar térmica,Extremadura,32894.217,2023-11-01
Otras renovables,Extremadura,11319.97,2023-11-01
Cogeneración,Extremadura,2093.025,2023-11-01
Generación total,Extremadura,2024494.56,2023-11-01
Hidráulica,Extremadura,360752.461,2023-12-01
Nuclear,Extremadura,1504088.965,2023-12-01
Eólica,Extremadura,7596.604,2023-12-01
Solar fotovoltaica,Extremadura,424036.179,2023-12-01
Solar térmica,Extremadura,27088.245,2023-12-01
Otras renovables,Extremadura,17998.565,2023-12-01
Cogeneración,Extremadura,3067.283,2023-12-01
Generación total,Extremadura,2344628.302,2023-12-01
Hidráulica,Extremadura,482160.594,2024-01-01
Nuclear,Extremadura,1502889.552,2024-01-01
Eólica,Extremadura,16688.412,2024-01-01
Solar fotovoltaica,Extremadura,456649.594,2024-01-01
Solar térmica,Extremadura,34860.643,2024-01-01
Otras renovables,Extremadura,15177.911,2024-01-01
Cogeneración,Extremadura,3907.356,2024-01-01
Generación total,Extremadura,2512334.062,2024-01-01
Hidráulica,Extremadura,449149.2,2024-02-01
Nuclear,Extremadura,1336918.769,2024-02-01
Eólica,Extremadura,20061.756,2024-02-01
Solar fotovoltaica,Extremadura,577056.967,2024-02-01
Solar térmica,Extremadura,61141.75,2024-02-01
Otras renovables,Extremadura,8942.694,2024-02-01
Cogeneración,Extremadura,3860.8,2024-02-01
Generación total,Extremadura,2457131.936,2024-02-01
Hidráulica,Extremadura,556581.971,2024-03-01
Nuclear,Extremadura,931657.941,2024-03-01
Eólica,Extremadura,25340.917,2024-03-01
Solar fotovoltaica,Extremadura,655488.857,2024-03-01
Solar térmica,Extremadura,48550.609,2024-03-01
Otras renovables,Extremadura,17330.266,2024-03-01
Cogeneración,Extremadura,3236.479,2024-03-01
Generación total,Extremadura,2238187.04,2024-03-01
Hidráulica,Extremadura,437644.666,2024-04-01
Nuclear,Extremadura,724708.098,2024-04-01
Eólica,Extremadura,14998.573,2024-04-01
Solar fotovoltaica,Extremadura,848889.975,2024-04-01
Solar térmica,Extremadura,187665.792,2024-04-01
Otras renovables,Extremadura,16710.453,2024-04-01
Cogeneración,Extremadura,2930.026,2024-04-01
Generación total,Extremadura,2233547.583,2024-04-01
Hidráulica,Extremadura,163390.708,2024-05-01
Nuclear,Extremadura,1308896.647,2024-05-01
Eólica,Extremadura,15699.127,2024-05-01
Solar fotovoltaica,Extremadura,1169560.446,2024-05-01
Solar térmica,Extremadura,239041.085,2024-05-01
Otras renovables,Extremadura,22172.634,2024-05-01
Cogeneración,Extremadura,3056.483,2024-05-01
Generación total,Extremadura,2921817.1300000004,2024-05-01
Hidráulica,Extremadura,256057.428,2024-06-01
Nuclear,Extremadura,1384039.248,2024-06-01
Eólica,Extremadura,11376.514,2024-06-01
Solar fotovoltaica,Extremadura,1096897.279,2024-06-01
Solar térmica,Extremadura,184976.308,2024-06-01
Otras renovables,Extremadura,19492.623,2024-06-01
Cogeneración,Extremadura,3285.1,2024-06-01
Generación total,Extremadura,2956124.5000000005,2024-06-01
Hidráulica,Extremadura,354012.85,2024-07-01
Nuclear,Extremadura,1468222.554,2024-07-01
Eólica,Extremadura,12899.576,2024-07-01
Solar fotovoltaica,Extremadura,1425964.415,2024-07-01
Solar térmica,Extremadura,252558.719,2024-07-01
Otras renovables,Extremadura,15264.785,2024-07-01
Cogeneración,Extremadura,2131.832,2024-07-01
Generación total,Extremadura,3531054.731,2024-07-01
Hidráulica,Extremadura,226985.782,2024-08-01
Nuclear,Extremadura,1457462.375,2024-08-01
Eólica,Extremadura,13626.679,2024-08-01
Solar fotovoltaica,Extremadura,1300232.407,2024-08-01
Solar térmica,Extremadura,278956.141,2024-08-01
Otras renovables,Extremadura,19814.634,2024-08-01
Cogeneración,Extremadura,1751.836,2024-08-01
Generación total,Extremadura,3298829.854,2024-08-01
Hidráulica,Extremadura,119458.34,2024-09-01
Nuclear,Extremadura,1419651.012,2024-09-01
Eólica,Extremadura,14964.013,2024-09-01
Solar fotovoltaica,Extremadura,1007043.399,2024-09-01
Solar térmica,Extremadura,192989.89,2024-09-01
Otras renovables,Extremadura,20830.182,2024-09-01
Cogeneración,Extremadura,3024.475,2024-09-01
Generación total,Extremadura,2777961.3110000007,2024-09-01
Hidráulica,Extremadura,206949.758,2024-10-01
Nuclear,Extremadura,885066.335,2024-10-01
Eólica,Extremadura,25235.578,2024-10-01
Solar fotovoltaica,Extremadura,639979.864,2024-10-01
Solar térmica,Extremadura,49806.592,2024-10-01
Otras renovables,Extremadura,14940.589,2024-10-01
Cogeneración,Extremadura,3176.07,2024-10-01
Generación total,Extremadura,1825154.786,2024-10-01
Hidráulica,Extremadura,109828.911,2024-11-01
Nuclear,Extremadura,1233096.458,2024-11-01
Eólica,Extremadura,29971.864,2024-11-01
Solar fotovoltaica,Extremadura,571385.184,2024-11-01
Solar térmica,Extremadura,33265.285,2024-11-01
Otras renovables,Extremadura,8634.678,2024-11-01
Cogeneración,Extremadura,4066.989,2024-11-01
Generación total,Extremadura,1990249.3690000004,2024-11-01
Hidráulica,Extremadura,142324.591,2024-12-01
Nuclear,Extremadura,1498508.431,2024-12-01
Eólica,Extremadura,21750.914,2024-12-01
Solar fotovoltaica,Extremadura,643002.002,2024-12-01
Solar térmica,Extremadura,38941.213,2024-12-01
Otras renovables,Extremadura,17229.09,2024-12-01
Cogeneración,Extremadura,4113.319,2024-12-01
Generación total,Extremadura,2365869.56,2024-12-01
Hidráulica,Galicia,1584615.676,2023-01-01
Carbón,Galicia,24378.718,2023-01-01
Ciclo combinado,Galicia,302805.602,2023-01-01
Eólica,Galicia,1175200.376,2023-01-01
Solar fotovoltaica,Galicia,1035.82,2023-01-01
Otras renovables,Galicia,22892.445,2023-01-01
Cogeneración,Galicia,102999.599,2023-01-01
Residuos no renovables,Galicia,12403.516,2023-01-01
Residuos renovables,Galicia,12403.516,2023-01-01
Generación total,Galicia,3238735.267999999,2023-01-01
Hidráulica,Galicia,848096.146,2023-02-01
Carbón,Galicia,66646.234,2023-02-01
Ciclo combinado,Galicia,329955.401,2023-02-01
Eólica,Galicia,662961.151,2023-02-01
Solar fotovoltaica,Galicia,1752.562,2023-02-01
Otras renovables,Galicia,28590.94,2023-02-01
Cogeneración,Galicia,115050.238,2023-02-01
Residuos no renovables,Galicia,14515.526,2023-02-01
Residuos renovables,Galicia,14515.526,2023-02-01
Generación total,Galicia,2082083.724,2023-02-01
Hidráulica,Galicia,699405.956,2023-03-01
Carbón,Galicia,153400.643,2023-03-01
Ciclo combinado,Galicia,136401.062,2023-03-01
Eólica,Galicia,1214148.924,2023-03-01
Solar fotovoltaica,Galicia,1778.753,2023-03-01
Otras renovables,Galicia,29566.064,2023-03-01
Cogeneración,Galicia,105153.134,2023-03-01
Residuos no renovables,Galicia,13928.3325,2023-03-01
Residuos renovables,Galicia,13928.3325,2023-03-01
Generación total,Galicia,2367711.201,2023-03-01
Hidráulica,Galicia,489805.659,2023-04-01
Carbón,Galicia,51341.926,2023-04-01
Ciclo combinado,Galicia,304369.027,2023-04-01
Eólica,Galicia,567250.397,2023-04-01
Solar fotovoltaica,Galicia,2359.495,2023-04-01
Otras renovables,Galicia,22556.143,2023-04-01
Cogeneración,Galicia,106537.124,2023-04-01
Residuos no renovables,Galicia,15792.1785,2023-04-01
Residuos renovables,Galicia,15792.1785,2023-04-01
Generación total,Galicia,1575804.128,2023-04-01
Hidráulica,Galicia,396907.085,2023-05-01
Carbón,Galicia,11827.207,2023-05-01
Ciclo combinado,Galicia,351578.667,2023-05-01
Eólica,Galicia,824068.386,2023-05-01
Solar fotovoltaica,Galicia,2668.852,2023-05-01
Otras renovables,Galicia,35797.363,2023-05-01
Cogeneración,Galicia,98257.468,2023-05-01
Residuos no renovables,Galicia,1991.9325,2023-05-01
Residuos renovables,Galicia,1991.9325,2023-05-01
Generación total,Galicia,1725088.8930000002,2023-05-01
Hidráulica,Galicia,372574.818,2023-06-01
Carbón,Galicia,NA,2023-06-01
Ciclo combinado,Galicia,475507.368,2023-06-01
Eólica,Galicia,330309.113,2023-06-01
Solar fotovoltaica,Galicia,2425.607,2023-06-01
Otras renovables,Galicia,34723.717,2023-06-01
Cogeneración,Galicia,98923.799,2023-06-01
Residuos no renovables,Galicia,11093.5505,2023-06-01
Residuos renovables,Galicia,11093.5505,2023-06-01
Generación total,Galicia,1336651.523,2023-06-01
Hidráulica,Galicia,147715.554,2023-07-01
Carbón,Galicia,40524.038,2023-07-01
Ciclo combinado,Galicia,402424.521,2023-07-01
Eólica,Galicia,388758.61,2023-07-01
Solar fotovoltaica,Galicia,2804.435,2023-07-01
Otras renovables,Galicia,32095.605,2023-07-01
Cogeneración,Galicia,102633.056,2023-07-01
Residuos no renovables,Galicia,15943.8365,2023-07-01
Residuos renovables,Galicia,15943.8365,2023-07-01
Generación total,Galicia,1148843.492,2023-07-01
Hidráulica,Galicia,125597.773,2023-08-01
Carbón,Galicia,163843,2023-08-01
Ciclo combinado,Galicia,369664.989,2023-08-01
Eólica,Galicia,463355.503,2023-08-01
Solar fotovoltaica,Galicia,2588.866,2023-08-01
Otras renovables,Galicia,37422.276,2023-08-01
Cogeneración,Galicia,81161.131,2023-08-01
Residuos no renovables,Galicia,14393.964,2023-08-01
Residuos renovables,Galicia,14393.964,2023-08-01
Generación total,Galicia,1272421.466,2023-08-01
Hidráulica,Galicia,154700.81,2023-09-01
Carbón,Galicia,145348.592,2023-09-01
Ciclo combinado,Galicia,324243.889,2023-09-01
Eólica,Galicia,566286.286,2023-09-01
Solar fotovoltaica,Galicia,1937.826,2023-09-01
Otras renovables,Galicia,22451.14,2023-09-01
Cogeneración,Galicia,96158.668,2023-09-01
Residuos no renovables,Galicia,16421.367,2023-09-01
Residuos renovables,Galicia,16421.367,2023-09-01
Generación total,Galicia,1343969.945,2023-09-01
Hidráulica,Galicia,541894.621,2023-10-01
Carbón,Galicia,19438.648,2023-10-01
Ciclo combinado,Galicia,322978.046,2023-10-01
Eólica,Galicia,990743.723,2023-10-01
Solar fotovoltaica,Galicia,1340.929,2023-10-01
Otras renovables,Galicia,35913.332,2023-10-01
Cogeneración,Galicia,72422.583,2023-10-01
Residuos no renovables,Galicia,16899.136,2023-10-01
Residuos renovables,Galicia,16899.136,2023-10-01
Generación total,Galicia,2018530.154,2023-10-01
Hidráulica,Galicia,1498029.014,2023-11-01
Carbón,Galicia,NA,2023-11-01
Ciclo combinado,Galicia,231958.705,2023-11-01
Eólica,Galicia,1024962.942,2023-11-01
Solar fotovoltaica,Galicia,802.387,2023-11-01
Otras renovables,Galicia,28262.378,2023-11-01
Cogeneración,Galicia,72741.41,2023-11-01
Residuos no renovables,Galicia,12181.374,2023-11-01
Residuos renovables,Galicia,12181.374,2023-11-01
Generación total,Galicia,2881119.5840000003,2023-11-01
Hidráulica,Galicia,1573813.311,2023-12-01
Carbón,Galicia,NA,2023-12-01
Ciclo combinado,Galicia,236381.183,2023-12-01
Eólica,Galicia,899129.215,2023-12-01
Solar fotovoltaica,Galicia,777.345,2023-12-01
Otras renovables,Galicia,24756.775,2023-12-01
Cogeneración,Galicia,90113.892,2023-12-01
Residuos no renovables,Galicia,14236.0375,2023-12-01
Residuos renovables,Galicia,14236.0375,2023-12-01
Generación total,Galicia,2853443.796,2023-12-01
Hidráulica,Galicia,1440308.158,2024-01-01
Carbón,Galicia,NA,2024-01-01
Ciclo combinado,Galicia,214749.096,2024-01-01
Eólica,Galicia,979223.477,2024-01-01
Solar fotovoltaica,Galicia,871.45,2024-01-01
Otras renovables,Galicia,28307.769,2024-01-01
Cogeneración,Galicia,130468.253,2024-01-01
Residuos no renovables,Galicia,8140.1785,2024-01-01
Residuos renovables,Galicia,8140.1785,2024-01-01
Generación total,Galicia,2810208.56,2024-01-01
Hidráulica,Galicia,1118843.701,2024-02-01
Carbón,Galicia,NA,2024-02-01
Ciclo combinado,Galicia,123630.465,2024-02-01
Eólica,Galicia,834514.15,2024-02-01
Solar fotovoltaica,Galicia,1273.144,2024-02-01
Otras renovables,Galicia,30490.096,2024-02-01
Cogeneración,Galicia,104748.237,2024-02-01
Residuos no renovables,Galicia,15104.9255,2024-02-01
Residuos renovables,Galicia,15104.9255,2024-02-01
Generación total,Galicia,2243709.6440000003,2024-02-01
Hidráulica,Galicia,1669937.827,2024-03-01
Carbón,Galicia,NA,2024-03-01
Ciclo combinado,Galicia,127223.157,2024-03-01
Eólica,Galicia,919718.488,2024-03-01
Solar fotovoltaica,Galicia,1612.693,2024-03-01
Otras renovables,Galicia,13748.905,2024-03-01
Cogeneración,Galicia,103504.228,2024-03-01
Residuos no renovables,Galicia,16090.7935,2024-03-01
Residuos renovables,Galicia,16090.7935,2024-03-01
Generación total,Galicia,2867926.885,2024-03-01
Hidráulica,Galicia,1166122.699,2024-04-01
Carbón,Galicia,NA,2024-04-01
Ciclo combinado,Galicia,101237.065,2024-04-01
Eólica,Galicia,718578.813,2024-04-01
Solar fotovoltaica,Galicia,2490.88,2024-04-01
Otras renovables,Galicia,32539.338,2024-04-01
Cogeneración,Galicia,80289.325,2024-04-01
Residuos no renovables,Galicia,14246.782,2024-04-01
Residuos renovables,Galicia,14246.782,2024-04-01
Generación total,Galicia,2129751.6840000004,2024-04-01
Hidráulica,Galicia,938692.495,2024-05-01
Carbón,Galicia,NA,2024-05-01
Ciclo combinado,Galicia,141507.353,2024-05-01
Eólica,Galicia,585718.013,2024-05-01
Solar fotovoltaica,Galicia,2444.073,2024-05-01
Otras renovables,Galicia,33402.959,2024-05-01
Cogeneración,Galicia,111283.085,2024-05-01
Residuos no renovables,Galicia,13931.254,2024-05-01
Residuos renovables,Galicia,13931.254,2024-05-01
Generación total,Galicia,1840910.486,2024-05-01
Hidráulica,Galicia,517591.762,2024-06-01
Carbón,Galicia,NA,2024-06-01
Ciclo combinado,Galicia,129951.891,2024-06-01
Eólica,Galicia,698759.112,2024-06-01
Solar fotovoltaica,Galicia,2494.856,2024-06-01
Otras renovables,Galicia,36236.042,2024-06-01
Cogeneración,Galicia,110751.225,2024-06-01
Residuos no renovables,Galicia,15451.265,2024-06-01
Residuos renovables,Galicia,15451.265,2024-06-01
Generación total,Galicia,1526687.4179999996,2024-06-01
Hidráulica,Galicia,256702.909,2024-07-01
Carbón,Galicia,NA,2024-07-01
Ciclo combinado,Galicia,204985.763,2024-07-01
Eólica,Galicia,553313.586,2024-07-01
Solar fotovoltaica,Galicia,2877.631,2024-07-01
Otras renovables,Galicia,33259.579,2024-07-01
Cogeneración,Galicia,115654.343,2024-07-01
Residuos no renovables,Galicia,15111.371,2024-07-01
Residuos renovables,Galicia,15111.371,2024-07-01
Generación total,Galicia,1197016.5530000003,2024-07-01
Hidráulica,Galicia,280733.552,2024-08-01
Carbón,Galicia,NA,2024-08-01
Ciclo combinado,Galicia,200145.829,2024-08-01
Eólica,Galicia,463500.929,2024-08-01
Solar fotovoltaica,Galicia,2782.007,2024-08-01
Otras renovables,Galicia,30977.012,2024-08-01
Cogeneración,Galicia,89405.96,2024-08-01
Residuos no renovables,Galicia,13503.8485,2024-08-01
Residuos renovables,Galicia,13503.8485,2024-08-01
Generación total,Galicia,1094552.9860000005,2024-08-01
Hidráulica,Galicia,365292.561,2024-09-01
Carbón,Galicia,NA,2024-09-01
Ciclo combinado,Galicia,186464.1,2024-09-01
Eólica,Galicia,667905.825,2024-09-01
Solar fotovoltaica,Galicia,1870.471,2024-09-01
Otras renovables,Galicia,15752.413,2024-09-01
Cogeneración,Galicia,97628.186,2024-09-01
Residuos no renovables,Galicia,13631.4745,2024-09-01
Residuos renovables,Galicia,13631.4745,2024-09-01
Generación total,Galicia,1362176.505,2024-09-01
Hidráulica,Galicia,875001.711,2024-10-01
Carbón,Galicia,NA,2024-10-01
Ciclo combinado,Galicia,196559.757,2024-10-01
Eólica,Galicia,912652.65,2024-10-01
Solar fotovoltaica,Galicia,1206.315,2024-10-01
Otras renovables,Galicia,9790.87,2024-10-01
Cogeneración,Galicia,94868.649,2024-10-01
Residuos no renovables,Galicia,11319.444,2024-10-01
Residuos renovables,Galicia,11319.444,2024-10-01
Generación total,Galicia,2112718.8400000003,2024-10-01
Hidráulica,Galicia,804499.819,2024-11-01
Carbón,Galicia,NA,2024-11-01
Ciclo combinado,Galicia,237369.848,2024-11-01
Eólica,Galicia,880068.213,2024-11-01
