variable,comunidad,valor,fecha
Hidráulica,Navarra,22504.248,2024-09-01
Ciclo combinado,Navarra,105343.784,2024-09-01
Eólica,Navarra,262411.445,2024-09-01
Solar fotovoltaica,Navarra,24324.452,2024-09-01
Otras renovables,Navarra,22211.713,2024-09-01
Cogeneración,Navarra,44204.478,2024-09-01
Generación total,Navarra,481000.12,2024-09-01
Hidráulica,Navarra,50408.098,2024-10-01
Ciclo combinado,Navarra,43729.552,2024-10-01
Eólica,Navarra,238904.189,2024-10-01
Solar fotovoltaica,Navarra,19738.558,2024-10-01
Otras renovables,Navarra,18108.258,2024-10-01
Cogeneración,Navarra,50580.42,2024-10-01
Generación total,Navarra,421469.075,2024-10-01
Hidráulica,Navarra,48150.596,2024-11-01
Ciclo combinado,Navarra,287036.224,2024-11-01
Eólica,Navarra,224356.173,2024-11-01
Solar fotovoltaica,Navarra,16676.62,2024-11-01
Otras renovables,Navarra,22797.672,2024-11-01
Cogeneración,Navarra,62389.317,2024-11-01
Generación total,Navarra,661406.6020000001,2024-11-01
Hidráulica,Navarra,70394.895,2024-12-01
Ciclo combinado,Navarra,339729.395,2024-12-01
Eólica,Navarra,287454.376,2024-12-01
Solar fotovoltaica,Navarra,12918.089,2024-12-01
Otras renovables,Navarra,27677.01,2024-12-01
Cogeneración,Navarra,60128.83,2024-12-01
Generación total,Navarra,798302.595,2024-12-01
Hidráulica,Pais Vasco,29860.037,2023-01-01
Ciclo combinado,Pais Vasco,201409.058,2023-01-01
Eólica,Pais Vasco,20814.026,2023-01-01
Solar fotovoltaica,Pais Vasco,1779.968,2023-01-01
Otras renovables,Pais Vasco,2071.787,2023-01-01
Cogeneración,Pais Vasco,38280.423,2023-01-01
Residuos no renovables,Pais Vasco,39006.9945,2023-01-01
Residuos renovables,Pais Vasco,25873.2395,2023-01-01
Generación total,Pais Vasco,359095.53300000005,2023-01-01
Hidráulica,Pais Vasco,28574.214,2023-02-01
Ciclo combinado,Pais Vasco,149536.049,2023-02-01
Eólica,Pais Vasco,24482.076,2023-02-01
Solar fotovoltaica,Pais Vasco,3555.689,2023-02-01
Otras renovables,Pais Vasco,1223.703,2023-02-01
Cogeneración,Pais Vasco,134269.703,2023-02-01
Residuos no renovables,Pais Vasco,42149.8425,2023-02-01
Residuos renovables,Pais Vasco,28156.9945,2023-02-01
Generación total,Pais Vasco,411948.27100000007,2023-02-01
Hidráulica,Pais Vasco,25921.926,2023-03-01
Ciclo combinado,Pais Vasco,168031.171,2023-03-01
Eólica,Pais Vasco,25028.286,2023-03-01
Solar fotovoltaica,Pais Vasco,4709.319,2023-03-01
Otras renovables,Pais Vasco,1302.373,2023-03-01
Cogeneración,Pais Vasco,125163.736,2023-03-01
Residuos no renovables,Pais Vasco,42536.3535,2023-03-01
Residuos renovables,Pais Vasco,27788.7125,2023-03-01
Generación total,Pais Vasco,420481.877,2023-03-01
Hidráulica,Pais Vasco,18779.268,2023-04-01
Ciclo combinado,Pais Vasco,210073.758,2023-04-01
Eólica,Pais Vasco,14981.702,2023-04-01
Solar fotovoltaica,Pais Vasco,6425.763,2023-04-01
Otras renovables,Pais Vasco,986.517,2023-04-01
Cogeneración,Pais Vasco,96084.246,2023-04-01
Residuos no renovables,Pais Vasco,16994.5285,2023-04-01
Residuos renovables,Pais Vasco,9541.4055,2023-04-01
Generación total,Pais Vasco,373867.188,2023-04-01
Hidráulica,Pais Vasco,18227.189,2023-05-01
Ciclo combinado,Pais Vasco,209447.691,2023-05-01
Eólica,Pais Vasco,28625.533,2023-05-01
Solar fotovoltaica,Pais Vasco,6148.637,2023-05-01
Otras renovables,Pais Vasco,1022.793,2023-05-01
Cogeneración,Pais Vasco,112064.159,2023-05-01
Residuos no renovables,Pais Vasco,22669.936,2023-05-01
Residuos renovables,Pais Vasco,8845.739,2023-05-01
Generación total,Pais Vasco,407051.677,2023-05-01
Hidráulica,Pais Vasco,19212.16,2023-06-01
Ciclo combinado,Pais Vasco,269463.496,2023-06-01
Eólica,Pais Vasco,17107.295,2023-06-01
Solar fotovoltaica,Pais Vasco,5781.857,2023-06-01
Otras renovables,Pais Vasco,883.546,2023-06-01
Cogeneración,Pais Vasco,126116.348,2023-06-01
Residuos no renovables,Pais Vasco,44689.649,2023-06-01
Residuos renovables,Pais Vasco,32684.977,2023-06-01
Generación total,Pais Vasco,515939.3279999999,2023-06-01
Hidráulica,Pais Vasco,15693.176,2023-07-01
Ciclo combinado,Pais Vasco,307480.137,2023-07-01
Eólica,Pais Vasco,16560.265,2023-07-01
Solar fotovoltaica,Pais Vasco,7443.921,2023-07-01
Otras renovables,Pais Vasco,944.954,2023-07-01
Cogeneración,Pais Vasco,99671.024,2023-07-01
Residuos no renovables,Pais Vasco,45914.4375,2023-07-01
Residuos renovables,Pais Vasco,33262.7325,2023-07-01
Generación total,Pais Vasco,526970.647,2023-07-01
Hidráulica,Pais Vasco,14629.595,2023-08-01
Ciclo combinado,Pais Vasco,261777.904,2023-08-01
Eólica,Pais Vasco,18512.412,2023-08-01
Solar fotovoltaica,Pais Vasco,7114.9,2023-08-01
Otras renovables,Pais Vasco,844.051,2023-08-01
Cogeneración,Pais Vasco,89857.029,2023-08-01
Residuos no renovables,Pais Vasco,44155.6015,2023-08-01
Residuos renovables,Pais Vasco,30480.2805,2023-08-01
Generación total,Pais Vasco,467371.773,2023-08-01
Hidráulica,Pais Vasco,12854.486,2023-09-01
Ciclo combinado,Pais Vasco,367783.991,2023-09-01
Eólica,Pais Vasco,22392.775,2023-09-01
Solar fotovoltaica,Pais Vasco,6178.76,2023-09-01
Otras renovables,Pais Vasco,885.788,2023-09-01
Cogeneración,Pais Vasco,105687.837,2023-09-01
Residuos no renovables,Pais Vasco,44275.182,2023-09-01
Residuos renovables,Pais Vasco,29085.946,2023-09-01
Generación total,Pais Vasco,589144.765,2023-09-01
Hidráulica,Pais Vasco,11907.369,2023-10-01
Ciclo combinado,Pais Vasco,234660.992,2023-10-01
Eólica,Pais Vasco,25912.176,2023-10-01
Solar fotovoltaica,Pais Vasco,4658.316,2023-10-01
Otras renovables,Pais Vasco,902.349,2023-10-01
Cogeneración,Pais Vasco,86824.852,2023-10-01
Residuos no renovables,Pais Vasco,43055.8955,2023-10-01
Residuos renovables,Pais Vasco,26469.7695,2023-10-01
Generación total,Pais Vasco,434391.719,2023-10-01
Hidráulica,Pais Vasco,22455.815,2023-11-01
Ciclo combinado,Pais Vasco,139440.584,2023-11-01
Eólica,Pais Vasco,28402.299,2023-11-01
Solar fotovoltaica,Pais Vasco,2473.584,2023-11-01
Otras renovables,Pais Vasco,1018.006,2023-11-01
Cogeneración,Pais Vasco,46527.005,2023-11-01
Residuos no renovables,Pais Vasco,30133.421,2023-11-01
Residuos renovables,Pais Vasco,18869.471,2023-11-01
Generación total,Pais Vasco,289320.185,2023-11-01
Hidráulica,Pais Vasco,33506.729,2023-12-01
Ciclo combinado,Pais Vasco,154010.233,2023-12-01
Eólica,Pais Vasco,36483.794,2023-12-01
Solar fotovoltaica,Pais Vasco,2063.322,2023-12-01
Otras renovables,Pais Vasco,1354.866,2023-12-01
Cogeneración,Pais Vasco,81966.343,2023-12-01
Residuos no renovables,Pais Vasco,43649.327,2023-12-01
Residuos renovables,Pais Vasco,27738.817,2023-12-01
Generación total,Pais Vasco,380773.431,2023-12-01
Hidráulica,Pais Vasco,42107.962,2024-01-01
Ciclo combinado,Pais Vasco,247845.688,2024-01-01
Eólica,Pais Vasco,29368.62,2024-01-01
Solar fotovoltaica,Pais Vasco,2734.664,2024-01-01
Otras renovables,Pais Vasco,1374.7,2024-01-01
Cogeneración,Pais Vasco,136484.514,2024-01-01
Residuos no renovables,Pais Vasco,43668.94,2024-01-01
Residuos renovables,Pais Vasco,27728.708,2024-01-01
Generación total,Pais Vasco,531313.7960000001,2024-01-01
Hidráulica,Pais Vasco,30469.566,2024-02-01
Ciclo combinado,Pais Vasco,130219.321,2024-02-01
Eólica,Pais Vasco,26312.491,2024-02-01
Solar fotovoltaica,Pais Vasco,3274.68,2024-02-01
Otras renovables,Pais Vasco,1306.738,2024-02-01
Cogeneración,Pais Vasco,106937.791,2024-02-01
Residuos no renovables,Pais Vasco,34091.83,2024-02-01
Residuos renovables,Pais Vasco,20972.128,2024-02-01
Generación total,Pais Vasco,353584.54500000004,2024-02-01
Hidráulica,Pais Vasco,57224.467,2024-03-01
Ciclo combinado,Pais Vasco,166969.333,2024-03-01
Eólica,Pais Vasco,16340.753,2024-03-01
Solar fotovoltaica,Pais Vasco,5524.454,2024-03-01
Otras renovables,Pais Vasco,1291.208,2024-03-01
Cogeneración,Pais Vasco,70650.638,2024-03-01
Residuos no renovables,Pais Vasco,21771.0885,2024-03-01
Residuos renovables,Pais Vasco,7716.2135,2024-03-01
Generación total,Pais Vasco,347488.155,2024-03-01
Hidráulica,Pais Vasco,22924.272,2024-04-01
Ciclo combinado,Pais Vasco,154323.537,2024-04-01
Eólica,Pais Vasco,16188.326,2024-04-01
Solar fotovoltaica,Pais Vasco,7156.698,2024-04-01
Otras renovables,Pais Vasco,1394.325,2024-04-01
Cogeneración,Pais Vasco,62875.965,2024-04-01
Residuos no renovables,Pais Vasco,18266.2035,2024-04-01
Residuos renovables,Pais Vasco,3764.9065,2024-04-01
Generación total,Pais Vasco,286894.233,2024-04-01
Hidráulica,Pais Vasco,24860.835,2024-05-01
Ciclo combinado,Pais Vasco,165569.697,2024-05-01
Eólica,Pais Vasco,15603.601,2024-05-01
Solar fotovoltaica,Pais Vasco,7635.468,2024-05-01
Otras renovables,Pais Vasco,1285.581,2024-05-01
Cogeneración,Pais Vasco,115669.825,2024-05-01
Residuos no renovables,Pais Vasco,16995.4315,2024-05-01
Residuos renovables,Pais Vasco,3513.6835,2024-05-01
Generación total,Pais Vasco,351134.122,2024-05-01
Hidráulica,Pais Vasco,16915.493,2024-06-01
Ciclo combinado,Pais Vasco,187643.563,2024-06-01
Eólica,Pais Vasco,13417.835,2024-06-01
Solar fotovoltaica,Pais Vasco,7288.304,2024-06-01
Otras renovables,Pais Vasco,1111.88,2024-06-01
Cogeneración,Pais Vasco,113114.776,2024-06-01
Residuos no renovables,Pais Vasco,32152.45,2024-06-01
Residuos renovables,Pais Vasco,18625.036,2024-06-01
Generación total,Pais Vasco,390269.337,2024-06-01
Hidráulica,Pais Vasco,14704.029,2024-07-01
Ciclo combinado,Pais Vasco,255075.337,2024-07-01
Eólica,Pais Vasco,16742.47,2024-07-01
Solar fotovoltaica,Pais Vasco,9226.446,2024-07-01
Otras renovables,Pais Vasco,955.854,2024-07-01
Cogeneración,Pais Vasco,107351.229,2024-07-01
Residuos no renovables,Pais Vasco,44669.6995,2024-07-01
Residuos renovables,Pais Vasco,28866.3005,2024-07-01
Generación total,Pais Vasco,477591.365,2024-07-01
Hidráulica,Pais Vasco,11289.637,2024-08-01
Ciclo combinado,Pais Vasco,249823.046,2024-08-01
Eólica,Pais Vasco,16035.463,2024-08-01
Solar fotovoltaica,Pais Vasco,8414.253,2024-08-01
Otras renovables,Pais Vasco,715.186,2024-08-01
Cogeneración,Pais Vasco,96486.723,2024-08-01
Residuos no renovables,Pais Vasco,46491.433,2024-08-01
Residuos renovables,Pais Vasco,30488.043,2024-08-01
Generación total,Pais Vasco,459743.784,2024-08-01
Hidráulica,Pais Vasco,15336.72,2024-09-01
Ciclo combinado,Pais Vasco,230033.773,2024-09-01
Eólica,Pais Vasco,17428.314,2024-09-01
Solar fotovoltaica,Pais Vasco,5925.399,2024-09-01
Otras renovables,Pais Vasco,618.349,2024-09-01
Cogeneración,Pais Vasco,95093.229,2024-09-01
Residuos no renovables,Pais Vasco,42092.5625,2024-09-01
Residuos renovables,Pais Vasco,27944.3735,2024-09-01
Generación total,Pais Vasco,434472.7199999999,2024-09-01
Hidráulica,Pais Vasco,27983.587,2024-10-01
Ciclo combinado,Pais Vasco,195255.801,2024-10-01
Eólica,Pais Vasco,24457.798,2024-10-01
Solar fotovoltaica,Pais Vasco,3788.986,2024-10-01
Otras renovables,Pais Vasco,765.148,2024-10-01
Cogeneración,Pais Vasco,87134.442,2024-10-01
Residuos no renovables,Pais Vasco,41460.771,2024-10-01
Residuos renovables,Pais Vasco,25925.853,2024-10-01
Generación total,Pais Vasco,406772.386,2024-10-01
Hidráulica,Pais Vasco,30091.148,2024-11-01
Ciclo combinado,Pais Vasco,278216.826,2024-11-01
Eólica,Pais Vasco,28084.987,2024-11-01
Solar fotovoltaica,Pais Vasco,3041.479,2024-11-01
Otras renovables,Pais Vasco,705.219,2024-11-01
Cogeneración,Pais Vasco,115001.781,2024-11-01
Residuos no renovables,Pais Vasco,40576.0295,2024-11-01
Residuos renovables,Pais Vasco,27264.6735,2024-11-01
Generación total,Pais Vasco,522982.143,2024-11-01
Hidráulica,Pais Vasco,68160.793,2024-12-01
Ciclo combinado,Pais Vasco,576355.308,2024-12-01
Eólica,Pais Vasco,27478.632,2024-12-01
Solar fotovoltaica,Pais Vasco,2026.725,2024-12-01
Otras renovables,Pais Vasco,852.898,2024-12-01
Cogeneración,Pais Vasco,114230.029,2024-12-01
Residuos no renovables,Pais Vasco,43963.293,2024-12-01
Residuos renovables,Pais Vasco,28588.677,2024-12-01
Generación total,Pais Vasco,861656.355,2024-12-01
